254	32	0	0	0	0	64	254	206	1	0	0	0	0	0	254	64	0	32	64	64	32	0	112	0	0	175	254	254	175	0	0	0	0	191	255	255	191	0	0	16	1	191	255	255	191	0	0	0	0	190	254	254	191	0	0	0	0	95	127	127	79	0	0	158	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	238	190	190	190	159	0	0	95	254	254	254	238	159	0	1	254	254	254	254	190	0	0	111	254	254	127	127	95	0	0	254	254	254	0	0	0	1	159	255	255	254	16	0	0	1	206	255	255	
254	206	95	0	0	1	175	254	254	64	0	159	254	111	0	95	159	16	0	255	255	255	63	0	127	0	0	255	255	255	63	0	127	0	0	222	254	206	0	0	190	32	0	64	254	48	16	127	254	127	0	0	95	0	111	254	254	254	111	0	0	143	238	254	254	222	48	0	0	0	190	254	254	48	64	159	32	0	32	222	159	0	127	255	174	0	0	127	0	0	127	255	254	206	0	64	0	0	127	254	254	206	0	64	191	0	190	254	254	190	0	159	254	64	64	159	190	48	0	254	254	254	111	63	64	16	190	254	
254	206	95	0	0	1	175	254	254	64	0	159	254	111	0	95	159	16	0	255	255	255	63	0	127	0	0	255	255	255	63	0	127	0	0	222	254	206	0	0	190	32	0	64	254	48	16	127	254	127	0	0	95	0	111	254	254	254	111	0	0	143	238	254	254	222	48	0	0	0	190	254	254	48	64	159	32	0	32	222	159	0	127	255	174	0	0	127	0	0	127	255	254	206	0	64	0	0	127	254	254	206	0	64	191	0	190	254	254	190	0	159	254	64	64	159	190	48	0	254	254	254	111	63	64	16	190	254	
255	255	254	254	190	0	95	127	255	255	254	127	48	0	0	0	254	254	191	0	0	190	191	191	254	222	32	95	254	254	255	255	254	48	32	254	255	255	255	255	254	0	127	254	255	255	255	255	254	32	222	254	254	254	255	255	32	64	206	95	0	175	255	255	0	48	48	0	1	0	111	254	1	0	47	190	191	159	32	206	0	63	222	254	255	255	111	64	95	127	254	254	255	255	80	95	191	16	206	254	253	254	64	111	254	95	64	254	254	206	16	158	255	255	0	0	0	0	64	254	255	255	254	64	0	206	254	254	
254	222	95	0	0	159	254	254	254	111	0	0	0	0	0	238	238	0	0	96	127	79	0	127	127	1	111	253	254	238	0	64	191	127	222	254	254	254	0	64	254	254	254	222	191	63	0	159	255	255	255	127	0	0	63	254	255	255	255	127	0	0	16	143	255	255	255	255	254	95	0	95	255	255	255	255	254	222	64	0	254	254	255	255	255	255	127	0	111	127	255	255	255	255	111	0	48	0	190	254	254	222	32	32	190	0	0	143	190	64	0	143	222	32	0	0	0	0	32	254	254	206	96	31	0	95	222	254	
0	0	0	0	32	127	127	127	0	0	0	0	0	0	0	0	0	48	191	191	191	191	96	0	0	64	255	255	255	255	127	143	255	255	255	255	254	238	0	190	255	255	255	255	254	158	16	206	255	255	255	255	254	63	64	254	255	255	255	255	254	63	127	254	255	255	255	255	190	32	190	254	255	255	255	255	175	64	254	254	255	255	254	222	64	64	255	255	255	255	254	158	0	190	255	255	255	255	254	143	16	206	255	255	255	255	253	32	64	254	255	255	255	255	254	0	64	254	255	255	255	255	254	63	254	254	255	255	
222	190	191	143	0	191	255	255	127	0	0	32	0	191	255	255	191	127	95	127	0	191	255	255	254	254	254	127	0	191	255	255	255	255	255	127	0	190	255	255	255	255	255	127	0	254	255	255	255	255	255	127	0	255	255	255	255	255	255	127	0	255	255	255	255	255	255	127	0	255	255	255	255	255	255	127	0	255	255	255	255	255	254	79	0	255	255	255	255	255	254	64	0	255	255	255	255	255	254	63	0	255	255	255	191	191	254	63	0	255	255	255	0	0	0	0	0	0	0	0	63	63	63	63	64	48	0	0	
254	254	191	127	127	127	254	254	254	127	0	0	0	0	16	222	254	64	0	32	64	16	0	127	127	0	143	222	254	159	0	32	191	127	222	254	255	255	95	0	254	254	254	254	255	255	111	0	255	255	255	255	254	238	32	32	255	255	255	255	254	127	16	191	255	255	254	254	143	0	63	254	255	255	254	190	0	16	175	254	255	255	222	16	0	159	255	255	255	255	32	16	254	254	255	255	238	127	0	159	254	254	254	254	190	0	48	127	127	127	191	222	80	0	0	0	0	0	0	63	79	64	63	63	64	16	0	63	
254	254	238	0	0	238	254	254	254	222	79	0	0	64	159	254	254	64	0	191	190	95	32	254	254	0	159	254	254	238	48	127	191	16	206	254	255	255	63	127	48	64	254	253	255	255	191	32	0	63	255	255	255	255	191	0	0	79	255	255	255	255	191	0	0	112	255	255	255	255	191	0	0	127	255	255	255	255	191	0	95	127	255	255	255	255	143	0	190	32	255	255	255	255	127	190	190	0	254	254	254	238	32	190	238	48	79	254	253	111	16	206	254	190	0	0	0	0	159	253	254	254	127	0	0	159	254	254	
254	63	0	0	127	127	127	159	254	63	0	0	0	0	0	64	254	63	48	190	191	191	190	190	254	63	64	254	255	255	254	254	254	63	64	254	255	255	255	255	254	63	111	254	255	255	255	255	254	64	95	127	127	159	254	254	254	32	0	0	0	32	159	253	254	16	127	254	254	96	0	127	254	206	222	254	254	222	0	127	255	255	255	255	255	255	95	32	255	255	255	255	255	255	127	0	254	254	255	255	254	254	96	48	32	111	255	255	254	159	0	191	0	0	64	127	127	32	64	222	255	255	64	0	0	64	190	254	
